user_id,review_count,yelping_since,friend_count,fans,elite_count,average_stars,aggregate_compliments,compliment_photos
XFgpzI0CUyuy3dzs7pzt0g,58,2010-07-10 01:00:34,27,1,0,3.72,10,0
GKZkLZkbFK7UmhLyx-7Qqg,159,2009-07-06 03:05:32,237,58,5,4.38,630,7
hl812QcYcZ0cRP3Hxa52dA,159,2010-07-02 14:41:29,108,10,3,3.65,29,1
7TkojMG64NyzCcc1scJkfw,1281,2010-03-02 19:22:09,449,56,8,3.51,344,11
cTiIhlEU8lJ0DU8XzhRn-Q,16,2009-07-20 13:01:34,11,0,0,3.72,15,0
Jxo1vOk_tf8DelsXyQbbFw,411,2009-06-20 22:25:08,251,20,4,3.67,65,1
I9Qscn-UTiYF0fjnsUw4kQ,36,2010-12-12 18:13:18,161,2,0,2.92,4,0
i92R48Kcd0SE9oTzdOQn3w,29,2010-03-06 20:06:07,406,1,0,3.81,1,1
47oIw-CN1guUKx2_vUdsgw,706,2008-02-12 04:04:05,349,73,4,3.82,2554,25
TIrOT3y33xydiOnNSqDvOA,962,2006-09-04 04:30:32,521,99,13,3.6,281,45
s6QghJT6IHNxV5MX8a66tw,937,2010-01-14 18:08:26,253,55,11,3.57,2340,54
VnmVTEsmQ2aBeY4XuLyvig,84,2010-06-10 17:30:43,27,7,2,3.79,60,0
hUcvhpkdeekn-1hbNQVJgA,498,2010-02-16 00:12:19,185,17,0,3.91,61,3
xlpQkwC4DTwxiKrckSCxug,2,2010-07-20 19:15:59,38,0,0,4.0,0,0
xuCIZAexfaBP8mHMKRup9A,25,2010-10-01 03:17:55,143,6,0,3.85,9,1
hL-p_AOo53wJyYrggzYMVg,375,2008-03-10 19:57:37,137,44,2,3.96,132,4
9ppk8vK3sb4dY9dUIdS2Gg,143,2009-01-06 17:46:04,58,9,3,3.33,98,1
tWES6_T7MRybOtqNS9NcVw,281,2007-07-28 01:20:26,167,29,7,3.96,93,1
S23r8owxUjR8n0XYBVhWWQ,114,2009-09-23 17:42:09,114,7,1,4.07,69,9
DvWM62NWf2MV1EpN7T8S1A,220,2009-06-20 18:50:54,810,20,3,3.7,357,3
YDNfY5wFvIrmd0GiLe-wpQ,179,2005-10-14 06:26:19,101,25,2,3.55,519,26
8GsgN-bxWdk0gHSSNGtHyg,287,2006-04-14 18:51:32,78,9,4,3.79,39,2
1hQjdoDUQwHB3kFdffMA6Q,339,2010-05-11 15:37:04,238,24,5,3.75,295,2
XrlYaTPoZTpi-iluryFNcg,812,2008-10-20 05:26:10,418,63,9,3.28,1311,15
6UPFrXF2dlzlHn5D7cEt5A,479,2008-12-21 08:56:07,113,15,6,3.98,104,3
QX5xc3lzqhf6O_RAz-AbdQ,72,2007-06-27 02:39:28,462,17,0,3.81,165,10
nlsxDX6nKcVDGWzVxdsWiQ,329,2009-10-15 15:45:05,215,16,2,4.08,161,1
A32mMAKFN88abZLJUJjlqQ,116,2010-10-04 21:14:43,95,9,3,3.58,39,3
hpY-3hEiAFPYQGdEAhVspQ,122,2010-06-21 23:09:51,49,10,3,3.82,207,2
xzXU5tzSMqbLCLvZGuawGA,388,2011-06-22 17:38:00,429,31,7,3.79,156,2
zP6xb90cJ6ZPSSx4QWT2vA,5,2010-03-17 14:35:58,121,1,0,5.0,0,0
SgxD74-CkftmYxm2-KNKgg,180,2010-06-06 10:07:41,227,21,5,4.29,444,13
YE3NsQGCoCu4WHaKQ3Kddg,293,2008-04-13 21:14:39,1038,45,4,4.27,502,55
2BbbCoN0EPKbv18n_tMJeA,154,2010-01-19 02:43:21,76,14,4,4.27,242,5
qSNUvp6l7kkKXdQH6KhngQ,124,2009-03-13 00:54:30,221,9,1,4.39,29,0
ZTvil7E2JbtORKm0bu6MKQ,312,2010-09-26 23:31:35,149,25,3,4.17,105,15
mk9uZ69KfW0gseyS3YrMaQ,37,2010-03-20 00:46:39,454,4,0,3.92,5,0
mr7XKwztNhQ7e1T3zbcRGw,57,2010-08-14 18:08:41,55,3,0,4.03,38,0
XiLxIJThWsE0x4d0IeSPsg,1586,2011-11-22 21:47:16,2786,588,11,4.42,6915,78
Eql9WRq07VzGLnxvuwksEQ,152,2010-01-01 00:01:12,119,26,1,4.08,47,3
Wshkpj8aHWuzIeca1QxWTA,175,2009-07-27 23:16:42,183,28,3,3.66,528,17
j9VWjlJEtDWhJeNoyHaKag,290,2008-07-28 21:47:17,15,25,0,3.75,40,0
PAc93PtEbYDtytBQ9Dyjug,442,2010-03-28 23:02:54,89,28,7,4.08,213,9
50Kz9-sXq0wwE_Kg9w_HJg,187,2010-01-18 21:56:41,189,12,0,3.6,44,2
Up9Q-R5MDFaD2K_t5FEpQQ,1042,2010-04-16 18:37:50,513,115,12,3.96,473,16
tx7RTGrlLKBG9c93lnio5Q,629,2007-05-03 21:52:54,49,34,3,3.88,117,0
pbyxWMCyRe8_NZihJToYKw,257,2008-05-10 17:35:02,311,16,2,4.05,55,0
TB-ihR_wNRzh6yz83TQbmg,247,2010-03-07 21:50:13,124,15,3,3.76,74,2
gXlf3KCkTUF8F1Z36nEVQw,31,2009-03-03 07:59:53,75,3,0,3.14,8,0
tp8Hka1k8dVzhLwhYFVClA,45,2011-07-30 00:29:56,24,2,0,3.6,8,1
j7MWMYnIEy1kvnScKLaeSw,600,2010-01-19 17:11:48,246,58,7,4.05,226,43
ie9VaHvAaQgjMJP3Gn-AQQ,188,2011-01-13 01:44:46,123,15,4,4.0,241,1
ou6T6K7vDEveO7BXMl1N0w,234,2008-08-18 16:46:07,99,27,4,3.53,177,0
TINJU5ib4OMlCL07JqYGhA,437,2010-12-28 02:21:09,68,21,4,3.56,440,0
twsGoixh3L5iozFjym7s7w,241,2011-04-11 23:07:57,102,16,6,3.83,125,1
le3Xn9Mheb1hNxWurF7RSw,1091,2010-08-21 20:48:29,764,99,13,3.88,4944,98
KDewJBJknfWvQyHHFNbfdg,892,2007-11-07 21:12:57,3964,365,4,4.14,4634,68
KB8Z9UY9qBSMIqNVCl07hg,609,2007-10-16 12:34:55,475,75,14,3.81,995,11
shtMJsO82eegjgtjlCZmKg,137,2011-10-21 15:03:28,77,9,0,3.13,1116,12
fa3P8dibTRU8QG-XwVMigw,1385,2006-01-26 07:08:05,133,88,0,3.37,253,12
YwMD-AVT67fmYRGxnlRSPA,262,2009-12-30 08:43:10,31,12,5,3.89,63,0
eQ3KXZKdD4hP-US4WI4lbg,101,2010-11-27 02:24:02,65,11,1,3.41,70,0
Ht04BM2ANBoN8czDprtJhQ,13,2011-12-06 17:02:12,32,1,0,3.93,3,0
lvhpSWe2vae8uTlnf7alyA,8,2012-01-13 10:56:44,12,0,0,4.75,0,0
h6fMPKrOJuiqwejrMr-krg,153,2008-08-23 23:54:20,123,9,5,3.75,255,7
FwoBJ60NabqMaF8Kika_Tg,70,2009-02-23 04:41:39,7,1,0,3.66,16,0
9RX8MqEqE1Jk-FOHv5ZYfw,88,2010-02-02 16:29:00,7,5,0,2.65,10,0
w6RFOQf3tL2v6q93NYmSdQ,228,2009-04-18 16:05:44,56,20,10,3.23,130,1
5bJpDx4c7x9fYzdltOhfbw,263,2009-04-13 02:19:14,157,14,0,4.07,64,3
OXWEpw02Yq52_lFJ6c2Lbg,900,2011-10-10 21:11:30,773,246,11,4.28,986,342
stuKGSsxPX2Owitzcn0WDA,17,2007-10-01 13:39:37,63,5,0,4.18,16,0
0MJ5sKX5uq7Ma5hbl4l3BQ,632,2010-01-20 13:52:05,799,66,2,3.69,1186,24
eADI5HmnMXd893zg29dWVA,138,2011-08-12 03:42:36,375,13,0,4.26,23,5
63-2PK0__Z3Zr1X-2mu1wQ,314,2008-07-27 14:08:18,41,27,1,3.8,69,0
Ase_kJIYuT6yOsqqVPuWUA,1134,2008-09-21 13:34:11,1793,270,11,3.69,3348,343
A5ZPjfNYscj8hUhdi6UKZw,43,2010-04-13 04:09:22,42,1,0,4.13,3,0
-K_Y8NLXDDMKlYMWR4-L-A,230,2011-07-19 22:35:57,941,84,6,4.24,252,45
MurRkRS5aYaa1IfaRY20_Q,2226,2008-01-03 20:30:18,929,149,14,3.65,1009,6
ieq5gFty9FxrEXyK70Xbsw,449,2009-02-11 18:58:52,170,71,8,4.0,402,9
UtpU2qK1p1rmAZpwrQK3ng,145,2010-11-28 05:12:02,59,14,4,3.67,85,0
46Wi08T5D3phf3SMgi7U3w,838,2011-05-14 00:25:18,469,105,12,4.12,737,61
mzL0zHFGyd9866OUljq49g,802,2009-09-03 14:28:54,500,96,8,4.06,1355,22
K73tPv89_EWRs_oo8HBn7Q,687,2008-10-10 15:32:33,3322,97,0,3.94,309,14
TT4Z-tfhBkeBDBXNZLcuKQ,150,2009-04-19 05:31:21,53,18,1,3.43,86,7
AvGJVv7Z3a0q1MJT1Ykd0w,388,2008-06-19 03:59:18,931,85,10,4.26,2234,37
1jEmjihu1sFi5W5fmGbGOA,48,2011-03-25 23:24:44,252,1,0,4.1,6,0
o5Ge7vHonm63P8nYvmNiYA,152,2008-11-08 06:41:40,836,11,0,4.24,29,4
mzXDuhZBPdHfMIk1YXP0mQ,455,2008-04-26 19:21:12,81,32,0,3.64,97,0
4kjVKQhMJKdlasEkn_Nkxw,328,2008-06-09 20:14:23,121,27,3,3.92,190,0
qace8rqjeDSpSQN0p6EcRQ,259,2008-10-17 14:26:24,297,4,0,2.71,21,0
U1gp2yPIiK5ZgSY-eTQLSA,377,2010-04-29 15:02:15,284,17,6,4.11,92,2
lFLSuHyr22QfQxr26KkvGw,66,2011-02-06 15:15:52,99,0,1,4.32,16,0
MBI9PGpox71jbi7wW9S40A,748,2011-07-01 01:47:40,268,42,11,3.63,279,0
UPIFWKdA1VJ9aiu3MsOcdg,358,2007-10-05 23:02:23,248,35,8,4.02,174,1
VTHNbsEN_tmd7_--2Wv6LQ,394,2011-04-30 13:05:45,87,15,6,3.79,98,2
EPeC4E1gzCS3kFlxdMr0fQ,273,2008-01-17 21:46:43,129,21,9,4.2,273,11
gF3csxEmIEA9cJFCMSdbyA,275,2011-02-28 17:23:40,281,30,3,3.78,291,13
pgQurApfbrV-rPKZKYo-Tw,490,2007-10-19 10:52:43,244,39,8,3.92,285,0
0yYCMhDWCEIVUyZLzDWwqQ,398,2007-01-23 19:36:16,318,80,1,3.87,127,9
Nxr5C4m0edwetAeRUacP6A,614,2008-07-11 15:42:09,386,29,12,3.86,252,10
H6YIeEzo7CsXyRxVBxbg_Q,91,2010-02-25 03:38:09,52,5,1,3.13,24,1
eipO40vDyfHFXug2ElJ7Yg,804,2008-05-26 09:15:51,445,20,6,4.02,48,4
yyWySE70Nyjf2Kfy-jM6aQ,195,2011-02-26 16:48:08,48,11,4,4.02,18,0
gECTGhoToWi4PPxhSlJ40g,198,2012-03-17 03:26:22,93,16,7,3.96,44,2
G3h8pIclwUbuu3itJqF7ug,585,2012-07-06 17:48:18,1964,200,5,4.11,2830,67
MfAo-QPgFrcziuygx27K5w,375,2010-06-16 20:43:11,117,17,11,3.56,132,1
CAW_8XwOKxVDjWhvrR1qow,49,2007-08-07 20:24:36,81,3,0,3.71,6,0
qbFaJSmfXjxJKUF_k8HaIg,122,2008-06-03 14:55:51,96,15,4,3.74,121,0
d5n7YWztGkm36c2LBQ8Y_w,112,2009-07-06 05:34:52,146,21,4,4.31,388,1
CV4BMLxPSuC5V92JUfQlsw,405,2009-08-02 03:06:38,285,41,5,3.56,755,24
bnVzSHI48lEHPaEzZNIqJg,650,2007-06-08 14:30:04,80,39,0,3.97,193,1
RiWepXX7phgqmf8o7ER8LQ,66,2011-05-23 13:52:50,31,3,1,4.27,31,0
oGFSMLwrVZFe4JL5b_YOfw,204,2009-05-10 05:21:50,57,11,3,3.85,98,3
ErFSoMDcXBpON8asN4AZ2A,57,2009-09-14 05:50:20,28,3,1,3.69,42,1
fs5bpfk-2pvq2v8S1De5pQ,249,2012-01-26 11:18:30,1443,31,0,3.87,50,0
WHGjqjqBFXkFyF8UjXwP8Q,365,2011-10-08 01:05:01,253,15,8,3.91,227,5
hRcFm2x7ta6dVIO7iVsL7A,171,2006-08-29 04:01:02,23,0,0,4.17,17,1
1WEHUvZ2Qqlc46_qHsOOFA,149,2009-06-03 03:42:52,135,18,6,3.99,201,3
AHRrG3T1gJpHvtpZ-K0G_g,2492,2011-04-25 17:28:05,6660,2086,11,4.33,12967,582
KwC7I2KR-HlEb3KSH4a0bw,20,2007-06-05 22:44:08,109,6,0,4.05,11,0
mNqzKdsE51xtpkGGjnv7Fw,137,2011-05-19 22:17:46,83,7,0,3.56,54,0
gObPGa5aGLRFTpmSYBtItA,158,2011-07-11 15:24:59,151,12,2,3.94,56,1
B4cnr5d2S_7McR3XBfrscA,225,2009-08-24 00:01:23,87,15,0,3.95,88,6
stB4wp76DMJNGYQ6noRLOQ,794,2011-04-25 15:05:07,191,15,6,4.0,76,0
wHrIy02OYTKYT1YdxPjhwg,255,2010-07-07 05:13:48,1387,99,4,3.51,1153,55
_p7aWe_YiAZW2m6RnmAMVA,64,2008-08-29 03:11:00,73,16,1,3.43,254,3
O3eZEEBPhuSmlVJ_x_2yZw,11,2010-11-29 19:33:17,58,1,0,3.82,29,0
X0Bmllln5u8i37-Fo8leVg,209,2011-06-24 13:44:10,50,10,6,3.81,177,2
G1ZIvqZieDSQvc9o3P9VAQ,339,2010-04-07 19:39:01,451,37,11,3.76,302,10
AK_MctlDLDbuuNoPlC-pOQ,397,2011-04-02 22:04:11,291,13,7,3.59,116,2
hUDEUz8PddhVTShshwQWWQ,1539,2009-06-13 21:48:18,1154,146,11,3.56,1265,85
jFEYrS6SZz9ucrZjxJsqhg,205,2011-02-20 01:30:26,28,5,0,4.27,16,1
O5sWNVzAXcyo_4wxiG2cYQ,337,2008-11-30 12:30:11,40,13,4,3.31,115,3
DZ2pWjgo_3D0vrVFfFnBdA,113,2010-11-28 00:46:54,289,7,4,4.37,58,5
QfRT_kE-eYlzbxCO81xctQ,358,2012-03-26 15:44:53,389,21,7,3.59,238,4
UuIr2WKA0gZRyRvWIlAduQ,1315,2010-06-01 15:05:03,1441,139,8,3.91,1191,19
PS80V0SCQiTtyt_hVuIsyA,776,2008-02-03 04:20:13,134,30,9,4.02,147,1
zvK7PGyyvWMLqpdX6LCZTg,34,2010-04-09 13:17:58,193,1,0,4.71,3,0
kA7sIBVKgWXVwWbpXsUHQg,952,2011-06-23 02:26:13,302,82,11,4.07,939,49
kVCqtyHokO6qJA-I_X1KJA,269,2010-08-16 03:45:20,296,11,6,3.78,55,0
mn5x5Dm-i5Ygi1j-at3ZBQ,57,2009-08-05 14:32:51,42,3,0,3.6,4,0
twISWUMTq7r80UP_s11z3w,794,2009-01-17 19:26:19,98,26,14,3.71,146,0
1wE7oHKgNOLPM0QWS3jm9w,2288,2010-04-25 01:41:17,1396,143,12,3.97,5626,101
MtWkuZ30N82h3CsdPrXZuQ,145,2009-09-13 03:58:08,445,5,3,4.21,21,0
zGhqU4fjAV7KxIaTHIrzDw,85,2011-08-25 23:32:55,59,3,0,3.78,8,0
h25vnXfrFPckqCGqFLe3oQ,291,2009-06-24 17:20:06,247,10,4,3.91,90,1
_6vIExCkzuoxi9LbD3wd9w,258,2012-01-04 08:53:48,145,22,0,2.62,32,4
jBzITjfkC7M99oN6a5HErQ,678,2009-04-03 17:09:54,373,35,11,3.62,231,1
4qWYQFByYk7GXaoKKX8EHQ,223,2011-07-06 17:56:49,76,7,4,3.47,136,3
DSceyOIXgH8x4Ly0T-izDg,8,2011-03-23 14:42:55,50,0,0,4.63,0,0
GLeYLidXfRqN_Z4ItatwZA,477,2010-03-15 04:14:39,183,24,0,3.43,89,2
y4XrPBUdbzXUCkkjfnvDYQ,609,2006-12-03 03:52:24,164,25,9,3.68,112,1
F3lu1icxJX5A5tCw-jVpTg,750,2010-12-05 23:12:35,587,75,9,3.85,2062,67
qunxFdBDVl0ordRJEPVNtQ,429,2007-04-06 21:36:06,190,128,0,3.93,622,55
AecE6t97JJRjuRVqFJbkew,193,2010-03-07 14:30:23,805,12,4,3.08,170,15
wekw0bbIv8o61WkTg7GPkg,846,2007-11-07 18:13:12,405,39,12,3.85,190,9
-2nNiAnDaSbQayynsqgL6Q,207,2009-08-06 17:50:27,338,18,0,3.64,62,1
S566aX7_ZJfcOoI7YAYJgQ,117,2008-03-19 03:06:27,31,10,2,4.15,88,0
lYQk0R6sPfo3WeX-l_5BuA,1396,2009-04-19 16:18:30,156,53,3,3.35,1204,29
7He2tF83YGi8cgbPXByEUg,257,2011-12-01 17:24:59,205,22,3,3.89,289,2
cKWiQM9AUkV__WSCOvTl5g,117,2009-04-11 16:56:43,24,6,0,3.89,14,0
Mc4C7fVY0sEcD-U5eOA2Og,479,2011-07-12 03:50:48,453,48,12,3.79,527,10
dbWn8HCsG3eI9AmS2G3O2g,395,2011-09-21 15:56:59,263,29,5,3.85,188,1
zUKeZNu4tCG56xjwWH54Vw,2877,2008-12-05 15:54:54,1782,681,14,4.13,9026,2075
HDHA_fJ0p60lHqVl3-vkug,134,2008-04-30 07:16:38,200,8,1,3.93,32,3
vvS9dgMCIrWf3B0LnWEWWg,48,2010-12-28 18:45:41,49,6,1,3.58,31,2
XQIxnKHrM8nSqCCOP7vGnA,22,2012-03-02 18:03:34,98,1,0,3.5,2,0
8-U6FgqWxNmXz80JhJQXZg,228,2009-09-03 15:51:00,167,35,5,3.61,262,1
vNUy7aWqRwHuym3Bd3nz-g,22,2010-02-20 03:29:50,70,2,0,4.38,1,0
um6PWJOS4oNanCp3ypaQKQ,146,2010-07-27 15:20:35,67,21,4,3.76,145,2
MdUimpfJQHijcy1DZu-r4A,361,2009-05-21 17:50:03,138,14,3,3.67,69,2
y6SzYr7xpMmpobNmWaTZTQ,174,2008-12-28 04:59:03,144,4,4,3.92,109,11
bUYcEqr9Lp1KEG_BWg2e8Q,25,2011-01-27 22:07:58,13,1,0,3.81,5,0
jw4oOBMTEjNHO0WGclwttQ,60,2011-11-04 15:27:00,237,0,0,3.72,1,0
4LoIsKm6i6sBLY-VvxHi9Q,243,2008-09-21 02:20:51,28,9,0,3.24,31,0
m_atE5-LI50Il2Gu9l1x2g,158,2011-09-13 01:49:37,40,3,3,3.97,12,0
xw76FAN_-5u0YCUicVxnKw,18,2008-12-05 01:01:43,12,3,0,4.28,8,0
RwCyQBLsZfwByNXOHAsuqw,11,2008-10-13 00:55:36,25,1,0,3.83,1,0
N5nA0Aq_6P1lA-5MzsYWzw,206,2009-06-22 14:25:43,81,12,2,3.71,95,3
yon21mgAit4FGUZVWs_yfw,242,2007-11-25 05:35:43,60,18,7,3.53,214,3
TPf6jvHI4z0kNwA6ls2EEQ,288,2008-10-24 17:56:18,75,24,3,3.23,147,5
qa-L1hyUiB_gi2DtxwLT3A,16,2009-05-19 20:32:13,13,1,0,3.5,4,0
HW-QgyCq4DzUQCFRaYn6Fg,588,2009-03-05 16:03:31,88,38,9,3.6,247,3
7Xpb51viDdOaV_89olxp5w,896,2008-01-21 04:54:11,236,36,14,3.98,149,4
Tf63LdfubjlFm974OrdTXg,29,2010-12-31 20:32:46,139,6,0,3.83,22,0
nqHmFx837BIlsYNX5LsR4w,147,2008-12-06 07:36:46,7,7,0,4.34,21,0
VnFYwZb3SOlFWc0q65lyVA,81,2011-08-12 23:48:26,43,1,0,3.61,4,0
-Tg5YTEMbnYw3fQN99xKCQ,662,2010-09-24 20:52:41,436,77,8,3.58,221,44
5mwxPEimPnB2c3UaO8PJBg,44,2010-08-03 18:11:20,67,1,0,4.02,2,0
-THLGnsYKu3yQAsy_tt1fw,947,2011-02-16 02:36:34,222,82,6,3.9,633,22
84NTtYl3xRCDYBE-qtCflw,14,2008-11-05 23:37:08,49,1,0,3.57,2,0
z9uf9-0uX5Jh8-4Y5l2PQg,844,2009-07-07 20:45:11,294,80,12,3.87,461,6
ddIzmMdt-5hfy2J3Ff5Utw,101,2011-03-14 05:33:02,488,8,2,3.73,30,0
QOwTc4i67airni8tVXmdaA,545,2009-06-04 16:25:29,957,147,9,3.96,1340,20
GiPvassloy1k7MWW7T3wGQ,735,2007-08-23 23:34:02,244,57,7,3.42,196,4
22Y8hc4NYWPa2D6ffodddg,1001,2012-07-25 20:15:50,218,46,6,3.95,136,32
rM9AlPJMLpYVGrUIKavYgg,23,2012-05-16 19:01:06,147,1,0,4.54,0,0
whn7FV5XPHQg0K4KBTNsAA,264,2009-03-29 18:46:18,165,19,6,3.49,88,6
qCHCWU_nCP31HjZqRSB3Gg,988,2012-07-31 13:42:28,686,118,10,4.1,525,5
O1XPcaIx2fDGlUhwRLFEmQ,83,2010-04-23 13:22:31,651,3,0,3.94,12,0
n9VY4p-k2E0RYwnvWy2NEQ,28,2012-11-11 18:42:00,39,2,0,4.66,8,1
qjkOmSEFFEeWVTtsIl0aAw,428,2006-07-10 17:45:40,295,105,6,4.15,2155,35
GmpSEv4b0AoIFATqNBu1bQ,878,2009-04-16 20:29:35,255,60,14,4.04,577,10
7ajfMmBJGkFU1kTur3DkkA,96,2010-12-06 21:04:43,163,4,4,3.95,114,0
n4qGmX0_LmRfVioWXSsL6Q,33,2008-09-07 16:24:03,16,1,0,3.64,15,0
JpaCmyBabWdrF5XqARF2eA,68,2011-07-03 20:58:22,57,3,1,3.67,23,0
Ufqj6fpCzmvTs8STG3LnuQ,12,2011-03-21 21:10:39,59,1,0,2.62,3,0
obvm_4RP60RCWIllaFN4yQ,436,2008-07-04 07:48:54,111,20,5,3.54,99,3
9P3cXC6jN9_06kcfpyJ6HA,79,2011-03-21 01:08:37,52,3,0,3.76,17,0
2h2ROFo-VvEgFHzGcw1pfQ,211,2011-11-18 14:31:03,181,24,3,4.18,544,18
Nc_zYkWfvKVckOM-ndrRbw,65,2008-03-21 03:58:41,21,4,0,3.82,26,0
nZ_hV--nAx1xXozbmuGEwQ,179,2008-05-28 18:10:08,49,10,2,3.67,41,0
pP-0Cx9ui_u52pUTOnzYCA,96,2009-02-17 17:31:35,36,6,1,3.76,53,0
bljDenvPVEifIwO4syXQrQ,23,2010-06-22 17:44:36,553,0,0,3.39,2,0
QPPRfD8JxPypOgIP2ekTTQ,807,2010-05-12 00:37:13,634,70,11,3.79,243,6
hnYiqCY5V9sff7Bjy30rfQ,30,2011-09-15 02:24:45,35,4,0,3.2,19,0
68s2zAkdGQxO1EtgvvdUxA,181,2007-03-07 22:43:50,86,9,2,2.98,49,0
I4atYXR3DRQAq0lgMuXVIA,18,2011-06-07 17:36:16,373,2,0,3.95,3,0
b-v0kiRnyLeQ05qTBcGQIQ,1003,2009-08-04 17:20:10,279,47,13,3.25,344,6
rc0YabwOIQmaq3Ulf_SQ4Q,4,2009-09-02 22:44:56,18,0,0,5.0,0,0
4BSKXV3QMeDQKqoOthvZng,207,2011-07-12 23:24:02,315,12,5,4.08,40,4
9zK9ZYmGa0ciHf2NlucboQ,1482,2006-07-29 05:22:42,234,57,7,3.21,271,23
5W6Vqa03AyAurgiaDwTVfA,70,2011-11-05 14:43:06,121,4,1,3.86,151,2
G14Hmyv7-s3XQofitfcjwg,36,2011-04-28 20:49:47,137,3,1,3.89,42,0
dsX3MiQiTy3OVI8MKn0I4w,2046,2011-05-29 04:21:37,2026,307,12,3.69,1934,221
3p1Wh3LDNgeRESAKvBUm9w,192,2008-08-29 21:21:41,163,18,2,3.99,184,18
oOyowMWb7j4mBlHyhELeRw,152,2010-08-21 22:29:15,133,18,2,4.01,250,6
oXLz0_Cx2735wXgEgHr6Yg,574,2007-09-06 00:03:42,142,23,6,3.55,141,5
2mguZPvbCa4lwT_ULfTmHQ,678,2011-02-15 17:15:13,441,85,6,3.8,518,5
CAy7UDGySy5DzsgCxktpLg,165,2009-05-15 13:50:54,85,19,6,4.01,326,4
QYBtrIneunU_yg4VTb6TVw,267,2009-06-07 22:42:27,62,6,7,3.67,74,5
CfX4sTIFFNaRchNswqhVfg,1405,2010-12-15 02:17:17,891,114,11,3.74,842,52
s36amr8n8utKLguQ4Uy_9g,113,2009-02-18 02:18:25,209,10,0,4.45,17,0
TdYKJgSgY2GF_YJnwsi5yQ,643,2012-07-27 06:43:26,1045,125,5,3.89,1190,51
p9OxtB3eBOYa-BydHDr9TQ,454,2010-07-26 18:50:19,179,30,9,3.74,164,4
bL6FmOvZ7m7PsnqtQLxzhA,28,2011-02-03 17:27:46,98,3,0,3.88,26,0
ieddiannWKFvVmBGS778Vw,87,2007-01-15 15:58:25,96,6,0,3.93,14,0
TylOr9YYTV3znqIvH7kdmQ,2462,2007-08-21 06:08:17,557,117,15,3.48,633,33
5Tbj8y-ZVOVbK_VWgvj4pw,385,2009-02-14 09:27:00,70,13,3,3.61,113,7
rPzhe3wPt_68L3wrEhFg7g,377,2011-01-21 15:26:01,581,18,4,4.24,162,1
USrM9POHutH9QIifiYAfzQ,71,2011-01-02 07:38:59,494,14,2,4.67,54,6
2vnSRxlp7uiwpVXqReHJIQ,56,2009-01-15 22:09:40,9,6,2,3.54,16,1
69Uu1TeaBfjLo2iMIPmhGg,17,2008-06-02 19:35:50,19,1,0,3.88,7,0
KJ_LLWG1_-OuTBQDp1MsxA,32,2010-09-05 01:57:08,768,0,0,4.39,4,0
R91sTRnfzFhKFl1Lw_ytxQ,37,2009-01-03 21:55:04,32,2,0,4.34,6,0
M7Yki2cfEgXNuCg_6Bw1Cg,97,2010-09-01 00:17:01,136,5,3,3.9,129,2
vMrGEuKYqiiP1fbEVMKkvA,84,2009-08-31 21:26:00,46,2,0,3.83,11,0
_Pk99Dp_Ov5f7_hZ9CRUiA,72,2011-10-15 23:24:41,5,2,0,4.15,6,0
PZXLMjgO9rm-gyURiyw7ng,31,2010-10-07 22:12:08,63,1,0,4.62,2,0
N13Dp5Z2oYinmt1hoUfNFw,5,2011-04-06 18:30:13,326,5,0,2.5,1,0
iliPyjM1n5TMV6QaCfCNIQ,33,2008-09-12 09:50:07,55,7,0,3.11,7,2
oXh5QMjYhWhVWJcV16131Q,84,2010-04-08 19:51:46,27,5,1,3.64,24,0
NdSNQXoxiFeNZQ1M6uB9fA,687,2010-04-28 18:46:18,263,35,13,3.85,360,2
S9zMHMOyCZCmmZW1bgWE-A,505,2010-11-14 03:16:29,270,32,7,3.74,607,9
ObpMR3OjoJDmiTcObXPZPQ,21,2010-08-18 16:05:15,15,2,0,3.73,5,0
Wmk0OzoXBeFh3DUj4Zj9yw,275,2011-09-01 15:36:29,188,24,7,4.28,196,7
MFVHPttPPtvd_7l7e1uKwQ,279,2010-09-06 18:13:47,493,48,6,3.8,539,38
ehgLycOK6qKj-CT9B36_oQ,280,2011-10-31 16:19:52,174,28,3,3.91,164,9
gaxFgYHG9wSIQtkcBESIVw,16,2009-08-16 21:30:57,73,2,0,3.5,24,0
wTAzRJrHmp09-AkLUoLh7g,127,2009-04-04 14:59:14,33,9,3,4.01,32,0
CozGguiwx7JEVk7cAwdvpA,240,2009-06-22 07:29:54,157,18,1,3.64,142,22
lYKhgWhlr-JC1xeJ6qaigA,405,2008-11-28 14:54:51,145,22,6,3.55,331,6
MiivCWuxD5gm29HAjYVciQ,705,2007-06-24 03:45:21,31,35,7,3.79,455,3
4KuXDha0eAVqRmD_-5c87g,293,2011-03-27 03:11:40,115,39,5,3.63,51,0
KZ20ACDNSnrYWvox_zda0Q,741,2011-12-11 01:10:52,145,70,10,3.65,479,4
8rzqG5NLuDlnqE49USzvTw,1931,2008-10-28 01:39:53,258,40,10,3.85,370,4
cFaHx-FkCnzdfF8BccukIg,987,2008-11-11 21:13:38,100,30,0,3.47,51,7
P9hbcVoZIPKF4gV8KH427A,590,2011-02-07 13:54:35,360,79,7,3.84,526,10
vLxpEHKZFzv8LYY5eeGjTg,526,2008-11-29 20:47:51,601,67,7,3.69,321,3
F8aIrswXr4zFwtPH36w1sA,441,2008-01-04 20:02:09,101,24,6,3.69,544,5
